"PSComputerName","IPV4Address","IPV6Address","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","Address","BufferSize","NoFragmentation","PrimaryAddressResolutionStatus","ProtocolAddress","ProtocolAddressResolved","RecordRoute","ReplyInconsistency","ReplySize","ResolveAddressNames","ResponseTime","ResponseTimeToLive","RouteRecord","RouteRecordResolved","SourceRoute","SourceRouteType","StatusCode","Timeout","TimeStampRecord","TimeStampRecordAddress","TimeStampRecordAddressResolved","TimestampRoute","TimeToLive","TypeofService"
"CHALASIMBIRADEV","142.251.216.78","","2","Win32_PingStatus",,"Win32_PingStatus","Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","24","System.String[]","CHALASIMBIRADEV","root\cimv2","\\CHALASIMBIRADEV\root\cimv2:Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","google.com","32","False","0","142.251.216.78","","0","False","32","False","31","118",,,"","0","0","4000",,,,"0","80","0"
"CHALASIMBIRADEV","142.251.216.78","","2","Win32_PingStatus",,"Win32_PingStatus","Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","24","System.String[]","CHALASIMBIRADEV","root\cimv2","\\CHALASIMBIRADEV\root\cimv2:Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","google.com","32","False","0","142.251.216.78","","0","False","32","False","29","118",,,"","0","0","4000",,,,"0","80","0"
"CHALASIMBIRADEV","142.251.216.78","","2","Win32_PingStatus",,"Win32_PingStatus","Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","24","System.String[]","CHALASIMBIRADEV","root\cimv2","\\CHALASIMBIRADEV\root\cimv2:Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","google.com","32","False","0","142.251.216.78","","0","False","32","False","47","118",,,"","0","0","4000",,,,"0","80","0"
"CHALASIMBIRADEV","142.251.216.78","","2","Win32_PingStatus",,"Win32_PingStatus","Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","24","System.String[]","CHALASIMBIRADEV","root\cimv2","\\CHALASIMBIRADEV\root\cimv2:Win32_PingStatus.Address=""google.com"",BufferSize=32,NoFragmentation=FALSE,RecordRoute=0,ResolveAddressNames=FALSE,SourceRoute="""",SourceRouteType=0,Timeout=4000,TimestampRoute=0,TimeToLive=80,TypeofService=0","google.com","32","False","0","142.251.216.78","","0","False","32","False","56","118",,,"","0","0","4000",,,,"0","80","0"
